index,original_gen_str,reason
3959," description of the lattice and angle between 86 86 98
5.5 5.5 4.6
83 83 123
Li
0.12 0.14 0.23
Mo
0.50 0.76 0.73
P
0.84 0.42 0.73
P
0.20 0.06 0.73
O
0.76 0.61 0.95
O
0.10 0.44 0.53
O
0.13 0.82 0.92
O
0.32 0.27 0.92
O
0.37 0.87 0.42
O
0.65 0.50 0.51
O
0.94 0.15 0.55
O
0.52 0.02 0.94
0.77 0.21 0.01
0.28 0.65 0.05
0.88 0.77 0.43
0.47 0.36 0.54
0.86 0.03 0.05
0.44 0.93 0.54
0.20 0.83 0.63
0.71 0.28 0.64
0.95 0.05 0.93
0.51 0.52 0.03
0.25 0.75 0.32
0.79 0.24 0.33
0.01 0.97 0.63
0.46 0.41 0.33
0.21 0.70 0.92
0.01 0.47 0.04
0.54 0.96 0.13
0.73 0.23 0.83
0.92 0.02 0.32
0.73 0.51 0.64
0.22 0.71 0.63
0.25 0.07 0.44","Invalid structure: lengths=3, angles=3, species=0"
3996," description
0.44 0.72 0.43
Al
0.94 0.22 0.93
Al
0.44 0.72 0.93
Al
0.94 0.22 0.43
Ti
0.61 0.05 0.68
Ti
0.77 0.55 0.18
Ti
0.11 0.89 0.18
Ti
0.27 0.39 0.68
Nb
0.94 0.72 0.68
Nb
0.44 0.22 0.18
Nb
0.94 0.72 0.93
Nb
0.44 0.22 0.43
O
0.74 0.82 0.54
O
0.84 0.92 0.83
O
0.64 0.42 0.04
O
0.34 0.12 0.83
O
0.34 0.12 0.33
O
0.74 0.82 0.33
O
0.24 0.62 0.83
O
0.14 0.32 0.04
O
0.64 0.42 0.33
O
0.24 0.62 0.04
O
0.44 0.42 0.54
O
0.84 0.92 0.04
O
0.54 0.92 0.04
O
0.34 0.83 0.54
O
0.54 0.92 0.83
O
0.44 0.42 0.83
O
0.14 0.32 0.53
O
0.04 0.12 0.83
O
0.04 0.12 0.33
O
0.94 0.62 0.04
O
0.94 0.62 0.53
O
0.84 0.51 0.83
O
0.84 0.51 0.54
O
0.14 0.82 ","Invalid structure: lengths=3, angles=0, species=0"
4017," description of the lattice and 3.5
90 90 90
K
0.79 0.65 0.09
K
0.29 0.15 0.59
Ag
0.29 0.65 0.84
Ag
0.29 0.65 0.34
O
0.79 0.65 0.59
O
0.29 0.15 0.09
O
0.29 0.65 0.09
O
0.79 0.15 0.59
0.04 0.40 0.84
O
0.54 0.90 0.34
0.04 0.90 0.84
O
0.54 0.40 0.34
0.54 0.40 0.84
O
0.04 0.90 0.34
O
0.54 0.90 0.84
O
0.04 0.40 0.34
O
0.29 0.65 0.59
O
0.79 0.15 0.09
O
0.54 0.90 0.09
O
0.04 0.40 0.59
O
0.54 0.40 0.09
O
0.04 0.90 0.59
O
0.04 0.90 0.09
O
0.54 0.40 0.59
O
0.29 0.65 0.09
O
0.79 0.15 0.59
O
0.54 0.90 0.59
O
0.04 0.40 0.09
O
0.04 0.40 0.59
O
0.54 0.90 0.09
O
0.54 0.40 0.59
O
0.04 0.90 0.09
O
0.29 0.65 0.09
O
0.79 0.15 0.59
","Invalid structure: lengths=3, angles=0, species=22"
4199," description
0.74 0.34 0.58
Y
0.24 0.34 0.08
Y
0.24 0.84 0.58
Si
0.74 0.84 0.08
Si
0.04 0.53 0.39
Si
0.74 0.65 0.78
Si
0.74 0.04 0.39
Si
0.44 0.15 0.78
Si
0.44 0.65 0.28
Si
0.04 0.15 0.78
Si
0.04 0.65 0.89
Si
0.44 0.04 0.28
Si
0.44 0.53 0.89
Si
0.04 0.53 0.78
Si
0.74 0.03 0.89ing
0.57 0.49 0.44
Si
0.49 0.20 0.94
Si
0.89 0.40 0.94
Si
0.18 0.49 0.34
Si
0.30 0.20 0.34
Si
0.30 0.40 0.82
Si
0.89 0.58 0.22
Si
0.18 0.58 0.94
Si
0.89 0.00 0.22
Si
0.57 0.70 0.72
Si
0.18 0.00 0.82
Si
0.18 0.70 0.22
Si
0.89 0.20 0.72
Si
0.49 0.90 0.82
Si
0.89 0.90 0.94
Si
0.49 0.58 0.22
Si
0.80 0.70 0.44
Si
0.30 0.90 0.94
Si
0.30 0.70 0.44
Si
0.80 0.00 0.44
Si
0.49 0.40 ","Invalid structure: lengths=3, angles=0, species=21"
4215," description
0.96 0.61 0.71
Ba
0.64 0.93 0.94
Ba
0.16 0.41 0.44
Ba
0.46 0.11 0.44
Al
0.06 0.01 0.15
Al
0.56 0.51 0.15
Sn
0.06 0.01 0.74
Sn
0.73 0.34 0.73
Sn
0.24 0.84 0.24
Sn
0.56 0.51 0.74
0.90 0.17 0.20
Sn
0.90 0.17 0.64
Sn
0.40 0.67 0.14
Sn
0.40 0.67 0.70
0.21 0.87 0.92
Sn
0.70 0.37 0.92
Sn
0.46 0.11 0.10
Sn
0.96 0.61 0.11
Sn
0.96 0.61 0.35
Sn
0.46 0.11 0.81
0.70 0.87 0.29
Sn
0.21 0.36 0.80
Sn
0.71 0.87 0.57
Sn
0.21 0.36 0.06
0.21 0.87 0.57
Sn
0.70 0.37 0.57
0.96 0.11 0.92
0.46 0.61 0.42
0.46 0.61 0.92
0.96 0.11 0.42
0.71 0.37 0.07
Sn
0.20 0.86 0.30
Sn
0.21 0.86 0.07
Sn
0.70 0.37 0.30
Sn
0.21 0.37 0.15
Sn
0.70 0.86 0.","Invalid structure: lengths=3, angles=0, species=11"
4229," description of the lattice type and 32.1830
90 90 90
La
0.34 0.37 0.37
La
0.34 0.80 0.37
La
0.91 0.37 0.94
La
0.91 0.80 0.94
La
0.41 0.30 0.87
La
0.41 0.87 0.87
La
0.84 0.30 0.44
La
0.84 0.87 0.44
Al
0.47 0.59 0.50
Al
0.47 0.58 0.00
Al
0.78 0.59 0.82
Al
0.78 0.58 0.32
Al
0.28 0.08 0.50
Al
0.28 0.09 0.00
Al
0.97 0.08 0.82
Al
0.97 0.09 0.32
Al
0.35 0.58 0.74
Al
0.35 0.59 0.24
Al
0.90 0.58 0.58
Al
0.90 0.59 0.08
Al
0.40 0.09 0.24
Al
0.40 0.08 0.74
Al
0.85 0.09 0.58
Al
0.85 0.08 0.08
Al
0.64 0.58 0.66
Al
0.64 0.58 0.16
Al
0.64 0.08 0.66
Al
0.64 0.08 0.16
Al
0.14 0.58 0.66
Al
0.14 0.58 0.16
Al
0.14 0.08 0.66
Al
0.14 0.08 0.16
Pt
0.43 0.67 0.60
Pt
0.43 0.49 0.10
Pt
0.82 ","Invalid structure: lengths=3, angles=0, species=0"
4366," description
0.07 0.60 0.61
Yb
0.46 0.51 0.11
Yb
0.07 0.10 0.61
Yb
0.57 0.70 0.61
Yb
0.96 0.20 0.11
Yb
0.57 0.01 0.11
C
0.77 0.80 0.88
C
0.77 0.80 0.33
C
0.27 0.89 0.83
C
0.77 0.30 0.38
C
0.27 0.89 0.33
C
0.77 0.30 0.83
C
0.27 0.39 0.88
C
0.27 0.39 0.33
0.27 0.60 0.92
C
0.09 0.89 0.11
C
0.46 0.30 0.61
C
0.77 0.10 0.80
C
0.59 0.81 0.30
C
0.27 0.60 0.30
C
0.77 0.10 0.42
C
0.27 0.60 0.42
C
0.77 0.10 0.92
C
0.96 0.39 0.80
C
0.46 0.31 0.30
C
0.59 0.80 0.80
C
0.96 0.39 0.42
C
0.09 0.89 0.92
C
0.59 0.80 0.92
C
0.46 0.31 0.92
C
0.09 0.89 0.30
C
0.96 0.39 0.30
C
0.59 0.31 0.42
C
0.96 0.39 0.92
C
0.46 0.31 0.80
C
0.09 ","Invalid structure: lengths=3, angles=0, species=21"
4399," description
0.03 0.22 0.38
Hf
0.03 0.22 0.88
Hf
0.53 0.72 0.38
Hf
0.53 0.72 0.88
Be
0.83 0.51 0.13
Be
0.33 0.02 0.63
Be
0.33 0.41 0.63
Be
0.74 0.02 0.63
Be
0.33 0.02 0.04
Be
0.33 0.41 0.04
Be
0.74 0.02 0.04
Be
0.33 0.02 0.13
Be
0.33 0.41 0.13
Be
0.74 0.02 0.13
Be
0.83 0.52 0.63
Be
0.83 0.91 0.63
Be
0.24 0.52 0.63
Be
0.83 0.52 0.92
Be
0.83 0.91 0.92
Be
0.24 0.52 0.92
Be
0.83 0.52 0.34
Be
0.83 0.91 0.34
Be
0.24 0.52 0.34
Be
0.03 0.72 0.13
Be
0.03 0.72 0.63
Be
0.53 0.22 0.13
Be
0.53 0.22 0.63
Ir
0.03 0.72 0.88
Ir
0.53 0.22 0.88
Ir
0.53 0.22 0.38
Ir
0.03 0.72 0.38
0.03 0.05 0.63
Ir
0.03 0.39 0.63
Ir
0.86 0.22 0.13
Ir
0.53 0.89 0.63
Ir
0.53 0.","Invalid structure: lengths=3, angles=0, species=4"
4407," description
0.02 0.05 0.07
Sm
0.40 0.93 0.80
Sm
0.90 0.43 0.30
Zn
0.90 0.93 0.51
Zn
0.40 0.43 0.51
Zn
0.40 0.93 0.34
Zn
0.90 0.43 0.77
Zn
0.70 0.63 0.01
Zn
0.59 0.13 0.10
Zn
0.20 0.72 0.10
Zn
0.09 0.22 0.01
O
0.15 0.68 0.40
O
0.65 0.18 0.70
O
0.15 0.68 0.70
O
0.65 0.18 0.40
O
0.65 0.68 0.23
O
0.15 0.18 0.22
O
0.65 0.68 0.88
O
0.15 0.18 0.88
O
0.90 0.93 0.27
O
0.40 0.43 0.84
O
0.40 0.43 0.19
O
0.90 0.93 0.92
O
0.40 0.93 0.07
O
0.90 0.43 0.03
0.40 0.93 0.56
O
0.90 0.43 0.55
0.40 0.68 0.72
O
0.90 0.18 0.39
O
0.90 0.67 0.39
O
0.40 0.17 0.39
O
0.40 0.69 0.39
O
0.90 0.19 0.72
O
0.90 0.67 0.72
O
0.40 0.17 0.72
O
0","Invalid structure: lengths=3, angles=0, species=1"
4514," description
1.00 1.00 0.45
Dy
0.50 0.50 0.45
Dy
0.50 1.00 0.95
Dy
0.00 0.50 0.95END
Dy
1.00 1.00 0.95
Dy
0.50 0.50 0.95
Dy
0.50 1.00 0.45
Dy
1.00 0.50 0.45
Mg
1.00 0.50 0.20
Mg
0.50 0.50 0.70
Mg
0.50 1.00 0.20
Mg
1.00 1.00 0.70
0.25 0.75 0.95
Mg
0.75 0.25 0.45
0.75 0.75 0.95
Mg
0.75 0.75 0.45
Mg
0.75 0.25 0.95
Mg
0.25 0.25 0.45
Mg
0.25 0.25 0.95
Mg
0.25 0.75 0.45
Mg
1.00 0.75 0.69
Mg
1.00 0.25 0.69
Mg
1.00 0.75 0.20
Mg
1.00 0.25 0.20
Mg
0.50 0.75 0.69
Mg
0.50 0.25 0.69
Mg
0.50 0.75 0.20
Mg
0.50 0.25 0.20
1.00 0.75 0.95
Mg
1.00 0.25 0.95
Mg
1.00 0.75 0.45
Mg
1.00 0.25 0.45
Mg
0.50 0.75 0.95
Mg
0.50 0","Invalid structure: lengths=3, angles=0, species=7"
4527," description
55 55 55
Tm
0.62 0.36 0.38
Tm
0.12 0.86 0.88
Tm
0.81 0.55 0.57
Tm
0.31 0.05 0.07
Tm
0.93 0.67 0.68
Tm
0.43 0.17 0.18
Sc
0.52 0.76 0.28
Sc
0.02 0.26 0.78
0.18 0.41 0.93
Sc
0.68 0.91 0.43
Sc
0.37 0.60 0.12
Sc
0.87 0.10 0.62
0.46 0.02 0.54
Sc
0.78 0.70 0.04
Sc
0.28 0.52 0.54
Sc
0.96 0.20 0.04
Sc
0.87 0.61 0.21
Sc
0.37 0.11 0.71
Sc
0.68 0.80 0.71
Sc
0.18 0.30 0.21
Sc
0.59 0.70 0.81
Sc
0.09 0.20 0.31
Sc
0.96 0.02 0.43
Sc
0.46 0.52 0.93
0.59 0.11 0.93
Sc
0.09 0.61 0.43
Sc
0.37 0.30 0.43
Sc
0.87 0.80 0.93
Sc
0.78 0.39 0.81
Sc
0.28 0.89 0.31
0.67 0.40 0.12
Sc
0.17 0.90 0.62
Sc
0.79 0.27 0.31
0.29 0.77 0.81
0.09 0.52 0.62
","Invalid structure: lengths=3, angles=0, species=8"
4613," description
0.66 0.69 0.09
Ag
0.66 0.69 0.59
Ag
0.16 0.19 0.59
Ag
0.16 0.69 0.36
Ag
0.66 0.19 0.82
P
0.16 0.19 0.09
P
0.66 0.19 0.36
P
0.16 0.69 0.82
S
0.43 0.46 0.36
S
0.93 0.96 0.82
S
0.38 0.01 0.36
S
0.88 0.51 0.82
0.88 0.30 0.43
S
0.38 0.81 0.76
S
0.88 0.92 0.26
S
0.38 0.41 0.93
0.07 0.32 0.95
S
0.57 0.82 0.23
S
0.07 0.91 0.73
S
0.57 0.41 0.45
0.30 0.11 0.02
S
0.80 0.61 0.16
S
0.31 0.11 0.66
S
0.81 0.61 0.53
0.57 0.22 0.22
S
0.07 0.72 0.96
S
0.57 0.01 0.46
S
0.07 0.51 0.72
0.80 0.11 0.16
S
0.30 0.61 0.02
S
0.80 0.12 0.52
S
0.30 0.62 0.66
0.80 0.41 0.04
S
0.30 0.91 0.14
S
0.80 0.82 0.64
S
0.30 0.32 0","Invalid structure: lengths=3, angles=0, species=9"
4663," description
0.75 0.29 0.38
Al
0.75 0.79 0.88
Al
0.25 0.29 0.88
Al
0.25 0.79 0.38
Al
0.25 0.29 0.38
Al
0.75 0.79 0.38
Al
0.25 0.79 0.88
Ti
0.92 0.12 0.05
Ti
0.58 0.46 0.05
Ti
0.58 0.12 0.71
Ti
0.92 0.46 0.71
Ga
0.59 0.13 0.04
Ga
0.91 0.45 0.04
Ga
0.91 0.13 0.72
Ga
0.59 0.45 0.72
Ga
0.58 0.95 0.54
Ga
0.42 0.12 0.37
Ga
0.42 0.46 0.38
Ga
0.58 0.63 0.38
Ga
0.91 0.63 0.37
Ga
0.08 0.46 0.54
Ga
0.08 0.12 0.21
Ga
0.91 0.95 0.712Ga
Ga
0.41 0.96 0.21
Ga
0.41 0.62 0.54
Ga
0.08 0.96 0.54
Ga
0.08 0.62 0.21
0.58 0.12 0.21
Ga
0.91 0.46 0.21
Ga
0.91 0.12 0.54
Ga
0.58 0.46 0.54
0.08 0.62 0.71
Ga
0.08 0.96 0.04
Ga
0.41 0.62 0.04
Ga
0.41 0.96 0.71
0.25 0.79","Invalid structure: lengths=3, angles=0, species=4"
4760," description
0.68 0.93 0.66
Dy
0.44 0.44 0.65
Dy
0.11 0.10 0.65
Dy
0.61 0.94 0.16
Dy
0.94 0.60 0.66
Dy
0.94 0.19 0.16
Dy
0.11 0.69 0.16
Dy
0.44 0.10 0.45
Dy
0.61 0.60 0.95
Dy
0.44 0.69 0.34
Dy
0.11 0.44 0.34
Dy
0.61 0.19 0.84
Dy
0.94 0.93 0.84
Dy
0.11 0.93 0.45
Dy
0.44 0.19 0.15
Dy
0.94 0.44 0.95
Dy
0.61 0.43 0.34
Si
0.11 0.19 0.94
Si
0.61 0.19 0.56
Si
0.44 0.69 0.06
Si
0.61 0.83 0.46
Si
0.94 0.69 0.34
Si
0.24 0.82 0.80
Si
0.41 0.98 0.96
Si
0.74 0.32 0.09
Sb
0.74 0.32 0.55
Sb
0.24 0.82 0.55
Sb
0.24 0.32 0.05
Sb
0.74 0.82 0.05
0.87 0.98 0.36
Sb
0.37 0.48 0.88
Sb
0.87 0.66 0.86
Sb
0.09 0.48 0.66
Sb
0.57 0.66 0.64
S","Invalid structure: lengths=3, angles=0, species=5"
4792," description
0.71 0.33 0.53
Y
0.21 0.83 0.03
P
0.50 0.77 0.61
P
0.93 0.89 0.44
P
0.77 0.55 0.94
P
0.65 0.11 0.11
P
0.43 0.40 0.94
P
1.00 0.26 0.11
P
0.15 0.61 0.61
P
0.27 0.05 0.44
Pd
1.00 0.45 0.35
Pd
0.42 0.21 0.70
Pd
0.83 0.05 0.85
Pd
0.59 0.61 0.20
Pd
0.92 0.71 0.70
Pd
0.50 0.95 0.35
Pd
0.09 0.11 0.20
Pd
0.33 0.55 0.85
0.84 0.95 0.26
Pd
0.58 0.71 0.79
Pd
0.59 0.19 0.76
Pd
0.83 0.46 0.29
0.34 0.45 0.26
Pd
0.08 0.21 0.79
Pd
0.09 0.69 0.29
Pd
0.33 0.96 0.76
0.58 0.71 0.49
Pd
0.84 0.95 0.56
Pd
0.58 0.21 0.06
Pd
0.84 0.45 0.99
Pd
0.34 0.45 0.56
Pd
0.08 0.21 0.49
Pd
0.34 0.95 0.99
Pd
0.08 0.71 0.06
0.58 0","Invalid structure: lengths=3, angles=0, species=10"
4845," description of the lattice type and 35.8
90 90 90
Zr
0.41 0.92 0.04
Zr
0.41 0.36 0.04
Zr
0.90 0.40 0.13
Zr
0.90 0.88 0.13
Zr
0.14 0.89 0.19
Zr
0.14 0.39 0.19
Zr
0.64 0.89 0.29
Zr
0.64 0.39 0.29
Zr
0.40 0.40 0.34
Zr
0.40 0.88 0.34
Zr
0.91 0.42 0.44
Zr
0.91 0.86 0.44
Zr
0.55 0.14 0.54
Zr
0.55 0.59 0.54
Zr
0.06 0.13 0.63
Zr
0.06 0.58 0.63
Zr
0.82 0.63 0.69
Zr
0.82 0.08 0.69
Zr
0.32 0.13 0.79
Zr
0.32 0.58 0.79
Zr
0.56 0.63 0.84
Zr
0.56 0.08 0.84
Zr
0.05 0.64 0.94
Zr
0.05 0.09 0.94
Pd
0.90 0.69 0.04
Pd
0.90 0.02 0.04
Pd
0.40 0.69 0.09
Pd
0.40 0.01 0.09
Pd
0.90 0.19 0.24
Pd
0.40 0.19 0.24
Pd
0.90 0.51 0.24
Pd
0.40 0.51 0.24
Pd
","Invalid structure: lengths=3, angles=0, species=0"
4890," description
0.05 0.29 0.39
Hf
0.70 0.94 0.89
Hf
0.20 0.79 0.64
Hf
0.55 0.44 0.14
Cu
0.79 0.35 0.74
Cu
0.60 0.15 0.52
Cu
0.11 0.05 0.24
Cu
0.11 0.16 0.96
Cu
0.30 0.87 0.02
Cu
0.44 0.03 0.29
Cu
0.94 0.37 0.05
Cu
0.81 0.53 0.55
Cu
0.60 0.66 0.46
Cu
0.28 0.55 0.84
Cu
0.94 0.70 0.34
Cu
0.44 0.34 0.79
Cu
0.78 0.84 0.18
Cu
0.09 0.65 0.02
Cu
0.61 0.76 0.68
Cu
0.10 0.87 0.45
Si
0.91 0.08 0.69
Si
0.33 0.96 0.82
Si
0.41 0.72 0.25
Si
0.25 0.22 0.59
Si
0.83 0.95 0.40
Si
0.65 0.20 0.09
Si
0.16 0.47 0.24
Si
0.90 0.56 0.84
Si
0.40 0.46 0.40
Si
0.75 0.60 0.99
Si
0.90 0.45 0.34
Si
0.40 0.05 0.90
Si
0.66 0.10 0.24
Si
0.15 0.08 0.74
Si
0.41 0.58 0.59
Si
0.91 0","Invalid structure: lengths=3, angles=0, species=0"
4924," description
0.69 0.22 0.82
Er
0.19 0.72 0.32
Er
0.69 0.22 0.32
Er
0.19 0.72 0.82
Er
0.19 0.22 0.57
Er
0.69 0.72 0.07
Ir
0.19 0.22 0.07
Ir
0.69 0.72 0.57
Ir
0.53 0.56 0.31
Ir
0.86 0.88 0.31
Ir
0.36 0.06 0.81
Ir
0.03 0.38 0.81
0.53 0.87 0.80
Ir
0.86 0.56 0.84
Ir
0.36 0.37 0.30
Ir
0.03 0.06 0.34
0.54 0.57 0.70
Ir
0.85 0.88 0.93
Ir
0.35 0.07 0.20
Ir
0.04 0.38 0.43
Ir
0.09 0.42 0.01
Ir
0.30 0.02 0.62
Ir
0.80 0.92 0.51
Ir
0.59 0.52 0.12
Ir
0.07 0.63 0.64
Ir
0.32 0.81 0.00
Ir
0.81 0.13 0.14
Ir
0.57 0.31 0.50
Ir
0.49 0.84 0.41
Ir
0.89 0.60 0.23
Ir
0.99 0.10 0.91
Ir
0.39 0.34 0.73
0.08 0.42 0.20
Ir
0.31 0.02 0.43
Ir
0.81 0.92 0.70
Ir
0.58 0.52 0.93","Invalid structure: lengths=3, angles=0, species=6"
4935," description
0.68 0.02 0.48
Te
0.36 0.37 0.62
Te
0.03 0.03 0.62
Te
0.01 0.68 0.33
Te
0.69 0.35 0.33
Mo
0.67 0.34 0.83
Mo
0.01 0.68 0.83
Mo
0.36 0.03 0.83
Mo
0.69 0.70 0.83
Se
0.99 0.34 0.99
Se
0.36 0.71 0.99
Se
0.35 0.70 0.52
Se
0.00 0.35 0.52
0.68 0.02 0.99
Se
0.36 0.35 0.99
Se
0.01 0.02 0.99
Se
0.68 0.68 0.99
Se
0.68 0.69 0.62
Se
0.02 0.03 0.62
Se
0.34 0.01 0.62
0.68 0.35 0.62
0.00 0.68 0.62
0.36 0.02 0.05
0.69 0.69 0.30
0.01 0.02 0.30
Se
0.34 0.35 0.30
0.02 0.37 0.78
Se
0.69 0.03 0.75
Se
0.36 0.69 0.76
Se
0.68 0.35 0.05
Se
0.01 0.68 0.05
Se
0.36 0.03 0.31
0.02 0.69 0.63
Se
0.68 0.35 0.30
Se
0.34 0.02 0.62
0.02 0.02 ","Invalid structure: lengths=3, angles=0, species=11"
4955," description
0.67 0.06 0.98
Dy
0.17 0.06 0.48
Dy
0.17 0.56 0.98
Dy
0.67 0.56 0.48
Ga
0.46 0.76 0.77
Ga
0.46 0.35 0.18
Ga
0.88 0.35 0.77
Ga
0.88 0.76 0.18
Ga
0.97 0.86 0.67
Ga
0.97 0.26 0.28
Ga
0.38 0.26 0.67
Ga
0.38 0.86 0.28
Ga
0.67 0.56 0.98
0.67 0.06 0.48
Ga
0.17 0.06 0.98
Ga
0.17 0.56 0.48
0.34 0.23 0.92
Ga
0.34 0.89 0.04
Ga
0.01 0.89 0.92
Ga
0.01 0.23 0.04
Ga
0.84 0.39 0.54
Ga
0.84 0.73 0.42
Ga
0.51 0.73 0.54
Ga
0.51 0.39 0.42
0.43 0.69 0.22
Ga
0.43 0.43 0.74
Ga
0.92 0.43 0.22
Ga
0.92 0.69 0.74
Ga
0.10 0.86 0.24
Ga
0.10 0.26 0.72
Ga
0.24 0.26 0.24
Ga
0.24 0.86 0.72
Ga
0.74 0.18 0.72
Ga
0.74 0.93 0.24
Ga
0.61 0.93 0.72
Ga
0.61 0.18 ","Invalid structure: lengths=3, angles=0, species=13"
4973," description
0.33 0.18 0.90
Nd
0.08 0.93 0.40
Nd
0.58 0.68 0.15
Nd
0.83 0.43 0.65
In
0.08 0.43 0.15
In
0.58 0.18 0.40
In
0.83 0.93 0.90
In
0.33 0.68 0.65
Ge
0.58 0.43 0.90
Ge
0.83 0.18 0.15
0.08 0.93 0.90
Ge
0.33 0.68 0.40
0.58 0.43 0.15
0.83 0.18 0.65
Ge
0.08 0.93 0.15
Ge
0.33 0.68 0.90
Ge
0.58 0.43 0.65
Ge
0.83 0.18 0.40
Ge
0.08 0.43 0.90
Ge
0.33 0.18 0.15
Ge
0.58 0.93 0.65
Ge
0.83 0.68 0.40
Ge
0.08 0.43 0.65
Ge
0.33 0.18 0.40
Ge
0.58 0.93 0.15
Ge
0.83 0.68 0.90
0.08 0.68 0.40
Ge
0.33 0.43 0.90
Ge
0.58 0.18 0.65
Ge
0.83 0.93 0.15
0.08 0.68 0.65
Ge
0.33 0.43 0.15
Ge
0.58 0.18 0.90
Ge
0.83 0.93 0.40
0.08 0.18 0.90
Ge
0.33 0.93 0.40
Ge
","Invalid structure: lengths=3, angles=0, species=16"
4979," description
1.0000 1.00 1.00
Cu
0.02 0.48 1.00
Cu
0.27 0.23 0.50
Cu
0.77 0.73 0.50
As
0.27 0.73 0.50
0.51 0.98 1.00
As
0.02 0.49 0.50
0.77 0.24 0.50
0.52 0.49 1.00
0.02 0.99 0.50
0.27 0.24 1.00
0.77 0.74 1.00
0.52 0.99 0.50
0.02 0.49 0.00
0.76 0.74 1.00
As
0.27 0.24 0.50
As
0.52 0.49 0.50
As
0.02 0.99 1.00
As
0.27 0.74 1.00
0.77 0.24 1.00
0.52 0.49 0.50
As
0.02 0.99 0.00
As
0.27 0.74 0.50
As
0.77 0.24 0.00
0.52 0.49 0.50
As
0.02 0.99 0.00
As
0.27 0.74 0.00
As
0.77 0.24 0.50
0.52 0.49 0.25
As
0.02 0.99 0.75
As
0.27 0.74 0.25
As
0.77 0.24 0.75
As
0.52 0.49 0.75
As
0.02 0.99 0.25
As
0.27 0.74 0.75
As
0.","Invalid structure: lengths=3, angles=0, species=15"
5037," description
0.64 0.64 0.23
Tl
0.14 0.14 0.73
Tl
0.64 0.14 0.23
Tl
0.14 0.64 0.23
Tl
0.64 0.64 0.73
Tl
0.14 0.64 0.73
Tl
0.64 0.14 0.73
Tl
0.14 0.14 0.23
0.49 0.49 0.08
Tl
0.99 0.99 0.98
Tl
0.49 0.99 0.48
Tl
0.99 0.49 0.48
O
0.99 0.49 0.75
O
0.49 0.99 0.76
O
0.99 0.99 0.26
O
0.49 0.49 0.25
0.70 0.70 0.48
O
0.20 0.20 0.48
O
0.69 0.20 0.98
O
0.20 0.70 0.98
0.20 0.98 0.98
O
0.70 0.48 0.98
0.20 0.48 0.48
O
0.70 0.98 0.48
0.20 0.20 0.98
O
0.70 0.70 0.98
O
0.20 0.70 0.48
O
0.70 0.20 0.48
0.99 0.99 0.49
0.49 0.99 0.99
O
0.99 0.49 0.99
O
0.49 0.49 0.49
0.82 0.83 0.11
O
0.32 0.33 0.11
O
0.82 0.33 0.61
O
0","Invalid structure: lengths=3, angles=0, species=13"
5048," description of the lattice type and 90 90 90
Pa
0.63 0.08 0.67
Pa
0.46 0.42 0.17
Pa
0.13 0.92 0.00
Pa
0.96 0.58 0.50
Pa
0.91 0.47 0.95
Pa
0.18 0.03 0.45
Pa
0.41 0.53 0.72
Pa
0.68 0.97 0.22
Pa
0.36 0.67 0.26
Pa
0.73 0.83 0.76
Pa
0.86 0.33 0.41
Pa
0.23 0.17 0.91
P
0.56 0.76 0.53
P
0.53 0.74 0.03
P
0.06 0.24 0.14
P
0.03 0.26 0.64
P
0.66 0.37 0.84
P
0.43 0.13 0.34
P
0.16 0.63 0.83
P
0.93 0.87 0.33
P
0.29 0.88 0.69
P
0.79 0.62 0.19
P
0.79 0.12 0.98
P
0.29 0.38 0.48
0.43 0.03 0.09
P
0.66 0.47 0.59
P
0.93 0.97 0.58
P
0.16 0.53 0.08
0.63 0.21 0.96
P
0.46 0.29 0.46
P
0.13 0.79 0.71
P
0.96 0.71 0.21
P
0.17 0.35 0.73
P
0.92 0.15 0.23
P
0.67 0.65 0.94","Invalid structure: lengths=3, angles=0, species=3"
5090," description
0.07 0.39 0.77
Si
0.57 0.89 0.27
Si
0.57 0.39 0.27
Si
0.07 0.89 0.27
Si
0.57 0.89 0.77
Pt
0.83 0.15 0.52
Pt
0.31 0.63 0.52
Pt
0.31 0.15 0.52
Pt
0.83 0.63 0.52
0.31 0.63 0.01
Pt
0.83 0.15 0.01
Pt
0.83 0.63 0.01
Pt
0.31 0.15 0.01
0.57 0.89 0.52
Pt
0.57 0.39 0.52
Pt
0.07 0.89 0.52
Pt
0.57 0.89 0.02
Pt
0.07 0.39 0.27
Pt
0.07 0.89 0.01
0.82 0.64 0.77
Pt
0.32 0.14 0.77
Pt
0.32 0.64 0.27
Pt
0.82 0.14 0.27
0.07 0.14 0.27
Pt
0.82 0.89 0.27
Pt
0.82 0.14 0.77
Pt
0.32 0.64 0.77
0.07 0.64 0.52
Pt
0.32 0.89 0.52
Pt
0.32 0.39 0.02
Pt
0.57 0.64 0.02
Pt
0.57 0.14 0.52
Pt
0.07 0.14 0.02
0.82 0.39 0.52
Pt
0.82 0.89 0.02
Pt
0.32 0.39 0.52
Pt","Invalid structure: lengths=3, angles=0, species=11"
