lengths,angles,species,coords
"[8.0, 8.0, 6.0]","[90.0, 90.0, 135.0]","['Ba', 'Ba', 'Ba', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Ir', 'Ir']","[[0.32, 0.47, 0.74], [0.04, 0.76, 0.74], [0.54, 0.26, 0.24], [0.51, 0.29, 0.74], [0.06, 0.74, 0.24], [0.69, 0.11, 0.74], [0.88, 0.91, 0.08], [0.4, 0.44, 0.4], [0.76, 0.11, 0.49], [0.28, 0.53, 0.08], [0.69, 0.03, 0.09], [0.26, 0.9, 0.49], [0.08, 0.72, 0.24], [0.88, 0.53, 0.49], [0.76, 0.51, 0.09], [0.18, 0.12, 0.99], [0.68, 0.62, 0.99]]"
"[7.3, 7.3, 5.2]","[90.0, 90.0, 119.0]","['Ce', 'Ce', 'Ce', 'Ce', 'Ce', 'Ce', 'Ga', 'Ga']","[[0.77, 0.41, 0.88], [0.77, 0.9, 0.88], [0.26, 0.9, 0.88], [0.93, 0.74, 0.38], [0.43, 0.24, 0.38], [0.43, 0.74, 0.38], [0.27, 0.41, 0.88], [0.93, 0.24, 0.38]]"
"[7.2, 7.2, 11.6]","[90.0, 90.0, 132.0]","['Cd', 'Cd', 'Pb', 'Pb', 'Pb', 'Pb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.5, 0.06, 0.73], [0.71, 0.86, 0.23], [0.39, 0.17, 0.41], [0.82, 0.74, 0.55], [0.39, 0.17, 0.05], [0.82, 0.74, 0.91], [0.19, 0.38, 0.73], [0.02, 0.54, 0.23], [0.25, 0.32, 0.98], [0.96, 0.6, 0.98], [0.25, 0.32, 0.48], [0.96, 0.6, 0.48], [0.43, 0.13, 0.23], [0.79, 0.77, 0.73], [0.3, 0.25, 0.63], [0.89, 0.74, 0.34], [0.3, 0.25, 0.84], [0.89, 0.74, 0.13]]"
"[5.3, 5.3, 4.2]","[90.0, 90.0, 120.0]","['Th', 'Th', 'Mn', 'Mn', 'Mn', 'Mn']","[[0.14, 0.55, 0.53], [0.8, 0.89, 0.03], [0.32, 0.4, 0.03], [0.64, 0.04, 0.53], [0.16, 0.06, 0.53], [0.79, 0.37, 0.03]]"
"[11.9, 11.9, 2.8]","[90.0, 90.0, 90.0]","['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[[0.54, 0.56, 0.61], [0.27, 0.8, 0.61], [0.52, 0.82, 0.11], [0.29, 0.54, 0.11], [0.04, 0.3, 0.11], [0.77, 0.06, 0.11], [0.02, 0.04, 0.61], [0.79, 0.32, 0.61], [0.24, 0.27, 0.61], [0.57, 0.09, 0.61], [0.07, 0.77, 0.11], [0.74, 0.59, 0.11], [0.34, 0.0, 0.11], [0.46, 0.36, 0.11], [0.08, 0.5, 0.61], [0.73, 0.86, 0.61], [0.96, 0.59, 0.61], [0.84, 0.77, 0.61], [0.23, 0.09, 0.61], [0.58, 0.27, 0.61], [0.18, 0.42, 0.11], [0.63, 0.94, 0.11], [0.13, 0.92, 0.61], [0.68, 0.44, 0.61], [0.89, 0.18, 0.11], [0.92, 0.22, 0.11], [0.42, 0.68, 0.61], [0.0, 0.0, 0.0]]"
"[5.2, 5.6, 5.2]","[87.0, 117.0, 116.0]","['Mn', 'Cu', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.48, 0.31, 0.22], [0.48, 0.81, 0.72], [0.48, 0.07, 0.5], [0.48, 0.55, 0.94], [0.95, 0.54, 0.48], [0.02, 0.08, 0.96], [0.47, 0.52, 0.46], [0.5, 0.1, 0.98]]"
"[12.2, 12.2, 12.2]","[146.0, 146.0, 48.0]","['K', 'K', 'K', 'K', 'K', 'K', 'Na', 'Na', 'As', 'As', 'As', 'As']","[[0.88, 0.5, 0.18], [0.24, 0.35, 0.68], [0.01, 0.12, 0.68], [0.51, 0.62, 0.68], [0.74, 0.85, 0.68], [0.38, 1.0, 0.18], [0.13, 0.73, 0.18], [0.63, 0.23, 0.18], [0.79, 0.39, 0.68], [0.29, 0.89, 0.68], [0.45, 0.56, 0.18], [0.95, 0.06, 0.18]]"
"[5.2, 5.2, 9.3]","[90.0, 90.0, 119.0]","['Cd', 'Cd', 'Te', 'Te', 'Mo', 'Mo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.4, 0.94, 0.72], [0.4, 0.94, 0.22], [0.07, 0.28, 0.47], [0.73, 0.61, 0.97], [0.73, 0.61, 0.47], [0.07, 0.28, 0.97], [0.78, 0.25, 0.57], [0.41, 0.64, 0.57], [0.05, 0.93, 0.57], [0.05, 0.64, 0.87], [0.41, 0.25, 0.87], [0.78, 0.93, 0.87], [0.03, 0.95, 0.07], [0.39, 0.59, 0.07], [0.75, 0.28, 0.07], [0.75, 0.59, 0.37], [0.39, 0.28, 0.37], [0.03, 0.95, 0.37]]"
"[4.3, 4.3, 9.7]","[90.0, 90.0, 90.0]","['Ho', 'Ho', 'Zn', 'Zn', 'Sn', 'Sn', 'Sn', 'Sn']","[[0.4, 0.66, 0.24], [0.9, 0.16, 0.75], [0.4, 0.16, 0.5], [0.9, 0.66, 0.5], [0.4, 0.16, 1.0], [0.9, 0.66, 1.0], [0.4, 0.66, 0.67], [0.9, 0.16, 0.32]]"
"[4.4, 4.4, 4.4]","[59.0, 59.0, 59.0]","['Ti', 'Re', 'Re', 'Mo']","[[0.46, 0.84, 0.65], [0.21, 0.59, 0.4], [0.71, 0.09, 0.9], [0.96, 0.34, 0.15]]"
"[7.5, 7.5, 4.7]","[90.0, 90.0, 120.0]","['Er', 'Er', 'Er', 'Mg', 'Mg', 'Mg', 'Tl', 'Tl', 'Tl']","[[0.05, 0.03, 0.42], [0.63, 0.19, 0.42], [0.19, 0.61, 0.42], [0.37, 0.36, 0.92], [0.88, 0.61, 0.92], [0.63, 0.87, 0.92], [0.3, 0.95, 0.92], [0.96, 0.28, 0.92], [0.63, 0.61, 0.42]]"
"[3.0, 3.0, 12.5]","[90.0, 90.0, 119.0]","['Ni', 'Ni', 'Ag', 'Ag', 'O', 'O', 'O', 'O']","[[0.07, 0.34, 0.94], [0.07, 0.34, 0.44], [0.4, 0.01, 0.69], [0.73, 0.67, 0.19], [0.4, 0.01, 0.06], [0.4, 0.01, 0.32], [0.73, 0.67, 0.56], [0.73, 0.67, 0.82]]"
"[7.6, 7.6, 7.6]","[59.0, 59.0, 59.0]","['K', 'K', 'Na', 'Y', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.34, 0.23, 0.92], [0.84, 0.73, 0.42], [0.09, 0.98, 0.67], [0.59, 0.48, 0.17], [0.34, 0.73, 0.42], [0.84, 0.73, 0.91], [0.84, 0.23, 0.91], [0.84, 0.23, 0.42], [0.34, 0.73, 0.91], [0.34, 0.23, 0.42]]"
"[6.0, 6.0, 5.6]","[90.0, 90.0, 119.0]","['Yb', 'Yb', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge']","[[0.68, 0.9, 0.7], [0.35, 0.23, 0.2], [0.93, 0.78, 0.2], [0.3, 0.78, 0.2], [0.93, 0.35, 0.2], [0.11, 0.46, 0.7], [0.73, 0.46, 0.7], [0.11, 0.85, 0.7]]"
"[6.0, 6.0, 8.4]","[90.0, 90.0, 90.0]","['Ba', 'Ba', 'Tb', 'Tb', 'Eu', 'Eu', 'Sb', 'Sb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.94, 0.9, 0.95], [0.95, 0.86, 0.45], [0.45, 0.93, 0.7], [0.95, 0.43, 0.2], [0.44, 0.38, 0.95], [0.45, 0.38, 0.45], [0.95, 0.43, 0.7], [0.45, 0.93, 0.2], [0.68, 0.61, 0.66], [0.71, 0.12, 0.24], [0.21, 0.19, 0.74], [0.17, 0.68, 0.15], [0.73, 0.16, 0.65], [0.65, 0.65, 0.24], [0.15, 0.63, 0.74], [0.23, 0.14, 0.16], [0.88, 0.41, 0.94], [0.51, 0.87, 0.96], [0.02, 0.44, 0.46], [0.39, 0.94, 0.44]]"
"[7.7, 7.7, 7.7]","[59.0, 59.0, 59.0]","['Cs', 'Cs', 'K', 'Cr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.12, 0.21, 0.62], [0.62, 0.71, 0.12], [0.87, 0.96, 0.37], [0.37, 0.46, 0.87], [0.15, 0.68, 0.09], [0.59, 0.68, 0.65], [0.59, 0.24, 0.65], [0.59, 0.24, 0.09], [0.15, 0.68, 0.65], [0.15, 0.24, 0.09]]"
"[6.5, 6.5, 6.5]","[109.0, 109.0, 109.0]","['Na', 'Ti', 'Ti', 'Ti', 'Nb', 'Cu', 'Cu', 'Cu', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.58, 0.37, 0.84], [0.08, 0.37, 0.34], [0.58, 0.37, 0.34], [0.58, 0.87, 0.84], [0.08, 0.87, 0.84], [0.08, 0.37, 0.84], [0.58, 0.87, 0.34], [0.08, 0.87, 0.34], [0.77, 0.57, 0.71], [0.49, 0.57, 0.42], [0.77, 0.2, 0.44], [0.4, 0.2, 0.15], [0.25, 0.49, 0.03], [0.91, 0.49, 0.23], [0.41, 0.09, 0.65], [0.9, 0.07, 0.03], [0.07, 0.7, 0.64], [0.76, 0.7, 0.01], [0.17, 0.11, 0.25], [0.58, 0.97, 0.14]]"
"[6.8, 6.8, 6.8]","[131.0, 131.0, 71.0]","['In', 'In', 'Ag', 'Se', 'Se', 'Se', 'Se']","[[0.15, 0.67, 0.59], [0.4, 0.42, 0.09], [0.65, 0.17, 0.59], [0.04, 0.04, 0.11], [0.77, 0.27, 0.11], [0.31, 0.8, 0.06], [0.56, 0.58, 0.57]]"
"[5.1, 5.1, 5.1]","[90.0, 90.0, 90.0]","['Sm', 'Sm', 'Sm', 'Ho']","[[0.16, 0.31, 0.15], [0.66, 0.81, 0.15], [0.66, 0.31, 0.65], [0.16, 0.81, 0.65]]"
"[7.6, 6.9, 10.3]","[87.0, 90.0, 90.0]","['K', 'K', 'Bi', 'Bi', 'P', 'P', 'P', 'P', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se']","[[0.58, 0.28, 0.39], [0.08, 0.9, 0.38], [0.82, 0.8, 0.87], [0.32, 0.38, 0.9], [0.31, 0.89, 0.7], [0.81, 0.29, 0.06], [0.56, 0.79, 0.57], [0.06, 0.39, 0.19], [0.7, 0.8, 0.37], [0.2, 0.39, 0.4], [0.09, 0.08, 0.03], [0.59, 0.11, 0.73], [0.3, 0.62, 0.18], [0.8, 0.56, 0.59], [0.59, 0.6, 0.01], [0.09, 0.58, 0.75], [0.93, 0.31, 0.17], [0.43, 0.87, 0.6], [0.31, 0.07, 0.21], [0.81, 0.11, 0.55]]"
"[5.4, 5.4, 4.8]","[90.0, 90.0, 120.0]","['Ba', 'Sn', 'Sn']","[[0.4, 0.39, 0.22], [0.06, 0.73, 0.72], [0.73, 0.06, 0.72]]"
"[0.9, 0.9, 1.0]","[28.0, 28.0, 36.0]","['Hf', 'Se', 'S']","[[0.77, 0.59, 0.15], [0.61, 0.43, 0.91], [0.93, 0.75, 0.29]]"
"[6.0, 6.0, 6.0]","[104.0, 104.0, 104.0]","['Eu', 'Ga', 'Ga', 'Ga', 'B', 'B', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.38, 0.29, 0.72], [0.38, 0.74, 0.27], [0.93, 0.29, 0.17], [0.83, 0.84, 0.72], [0.88, 0.79, 0.22], [0.88, 0.35, 0.66], [0.33, 0.79, 0.78], [0.44, 0.23, 0.22], [0.8, 0.58, 0.22], [0.59, 0.79, 0.64], [0.88, 0.2, 0.41], [0.17, 0.86, 0.22], [0.95, 0.79, 0.94], [0.88, 0.0, 0.29], [0.82, 0.37, 0.9], [0.46, 0.07, 0.16], [0.09, 0.72, 0.66], [0.42, 0.48, 0.28], [0.31, 0.23, 0.45], [0.66, 0.85, 0.77]]"
"[0.5, 0.05, 0.05]","[90.0, 90.0, 90.0]","['Eu', 'Eu', 'Hg', 'Hg', 'Hg', 'Hg', 'Bi', 'Bi']","[[0.03, 0.05, 0.61], [0.53, 0.55, 0.61], [0.53, 0.55, 0.11], [0.03, 0.05, 0.11], [0.53, 0.05, 0.49], [0.03, 0.55, 0.23], [0.53, 0.05, 0.79], [0.03, 0.55, 0.94]]"
"[5.4, 3.9, 7.0]","[90.0, 90.0, 90.0]","['Zr', 'Zr', 'Zr', 'Zr', 'Fe', 'Fe', 'Fe', 'Fe', 'Si', 'Si', 'Si', 'Si']","[[0.28, 0.68, 0.69], [0.78, 0.68, 0.55], [0.24, 0.18, 0.05], [0.74, 0.18, 0.19], [0.41, 0.68, 0.31], [0.91, 0.68, 0.93], [0.12, 0.18, 0.43], [0.62, 0.18, 0.81], [0.02, 0.68, 0.25], [0.52, 0.68, 0.99], [0.51, 0.18, 0.49], [0.01, 0.18, 0.75]]"
"[5.3, 5.3, 5.3]","[96.0, 96.0, 96.0]","['Cs', 'Re', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.45, 0.29, 0.25], [0.95, 0.79, 0.75], [0.69, 0.68, 0.93], [0.04, 0.96, 0.49], [0.22, 0.8, 0.95], [0.96, 0.49, 0.51], [0.24, 0.51, 0.76], [0.67, 0.94, 0.74]]"
"[5.1, 5.1, 5.1]","[59.0, 59.0, 59.0]","['Sm', 'Dy', 'Zn', 'Zn']","[[0.23, 0.07, 0.56], [0.73, 0.57, 0.06], [0.98, 0.82, 0.31], [0.48, 0.32, 0.81]]"
"[7.6, 7.6, 7.6]","[130.0, 130.0, 72.0]","['In', 'Ga', 'Ag', 'Ag', 'Te', 'Te', 'Te', 'Te']","[[0.52, 0.4, 0.53], [0.77, 0.15, 0.03], [0.02, 0.9, 0.53], [0.27, 0.65, 0.03], [0.13, 0.05, 0.02], [0.66, 0.52, 0.04], [0.38, 0.77, 0.52], [0.85, 0.24, 0.54]]"
"[4.1, 4.1, 7.0]","[90.0, 90.0, 90.0]","['Zn', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Se']","[[0.78, 0.4, 0.45], [0.28, 0.9, 0.45], [0.78, 0.9, 0.76], [0.28, 0.4, 0.76], [0.78, 0.9, 0.14], [0.28, 0.4, 0.14], [0.28, 0.9, 0.95]]"
"[6.5, 6.5, 7.4]","[89.0, 89.0, 108.0]","['Zn', 'Zn', 'Cu', 'Cu', 'Cu', 'Cu', 'Sn', 'Sn', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.03, 0.5, 0.49], [0.97, 0.45, 0.99], [0.5, 0.46, 0.74], [0.5, 0.46, 0.24], [0.5, 0.96, 0.49], [0.5, 0.96, 0.99], [0.0, 0.96, 0.24], [0.0, 0.95, 0.74], [0.83, 0.64, 0.24], [0.83, 0.64, 0.74], [0.35, 0.63, 0.49], [0.82, 0.17, 0.99], [0.34, 0.64, 0.99], [0.83, 0.15, 0.49], [0.33, 0.16, 0.23], [0.32, 0.15, 0.73]]"
"[4.2, 4.2, 6.0]","[90.0, 90.0, 119.0]","['Zn', 'Sb', 'Sb']","[[0.8, 0.93, 0.26], [0.47, 0.26, 0.51], [0.14, 0.59, 0.0]]"
"[5.3, 5.3, 7.9]","[90.0, 90.0, 145.0]","['Zr', 'Ti', 'Ti', 'Ti', 'As', 'As']","[[0.34, 0.77, 0.43], [0.35, 0.76, 0.93], [0.02, 0.08, 0.63], [0.02, 0.08, 0.23], [0.73, 0.38, 0.14], [0.73, 0.38, 0.72]]"
"[4.4, 4.4, 8.1]","[90.0, 90.0, 90.0]","['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Sb', 'S']","[[0.85, 0.97, 0.04], [0.35, 0.47, 0.04], [0.85, 0.47, 0.8], [0.35, 0.97, 0.29], [0.85, 0.47, 0.29], [0.35, 0.97, 0.8], [0.85, 0.97, 0.54], [0.35, 0.47, 0.54]]"
"[5.5, 5.8, 6.3]","[65.0, 90.0, 90.0]","['Cu', 'Cu', 'Cu', 'Cu', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.13, 0.41, 0.24], [0.63, 0.41, 0.74], [0.13, 0.91, 0.74], [0.63, 0.91, 0.24], [0.55, 0.23, 0.91], [0.05, 0.59, 0.07], [0.21, 0.59, 0.57], [0.71, 0.23, 0.41], [0.29, 0.09, 0.07], [0.79, 0.73, 0.91], [0.47, 0.73, 0.41], [0.97, 0.09, 0.57]]"
"[6.5, 6.8, 6.9]","[101.0, 94.0, 101.0]","['K', 'K', 'K', 'Rh', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.34, 0.53, 0.48], [0.32, 0.03, 0.49], [0.89, 0.46, 0.17], [0.85, 0.97, 0.68], [0.86, 0.22, 0.45], [0.11, 0.95, 0.23], [0.59, 0.97, 0.63], [0.73, 0.62, 0.53], [0.44, 0.34, 0.14], [0.84, 0.18, 0.83], [0.57, 0.81, 0.21], [0.15, 0.17, 0.71], [0.03, 0.68, 0.65], [0.6, 0.46, 0.83], [0.33, 0.71, 0.94], [0.85, 0.86, 0.94]]"
"[6.6, 6.6, 12.8]","[90.0, 90.0, 119.0]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se']","[[0.92, 0.16, 0.82], [0.92, 0.16, 0.32], [0.25, 0.83, 0.32], [0.59, 0.49, 0.82], [0.59, 0.49, 0.32], [0.25, 0.83, 0.82], [0.26, 0.16, 0.2], [0.92, 0.5, 0.2], [0.59, 0.83, 0.2], [0.26, 0.5, 0.7], [0.59, 0.16, 0.94], [0.92, 0.83, 0.94], [0.92, 0.83, 0.44], [0.59, 0.16, 0.44], [0.26, 0.5, 0.44], [0.92, 0.5, 0.7], [0.26, 0.16, 0.7], [0.59, 0.83, 0.7]]"
"[8.6, 8.6, 12.7]","[90.0, 90.0, 90.0]","['K', 'K', 'K', 'K', 'K', 'Tm', 'Tm', 'Tm', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","[[0.56, 0.73, 0.15], [0.06, 0.23, 0.15], [0.06, 0.23, 0.65], [0.56, 0.73, 0.65], [0.56, 0.23, 0.58], [0.06, 0.73, 0.32], [0.06, 0.73, 0.89], [0.56, 0.23, 0.99], [0.06, 0.9, 0.01], [0.06, 0.56, 0.01], [0.33, 0.23, 0.01], [0.78, 0.23, 0.01], [0.33, 0.23, 0.36], [0.06, 0.56, 0.36], [0.06, 0.9, 0.36], [0.78, 0.23, 0.36], [0.56, 0.9, 0.84], [0.81, 0.73, 0.59], [0.3, 0.73, 0.59], [0.56, 0.08, 0.2]]"
"[5.3, 5.3, 5.2]","[90.0, 90.0, 120.0]","['K', 'K', 'Pt', 'C', 'C']","[[0.51, 0.95, 0.18], [0.18, 0.28, 0.69], [0.85, 0.61, 0.94], [0.85, 0.61, 0.56], [0.85, 0.61, 0.31]]"
"[5.4, 5.4, 5.4]","[59.0, 59.0, 59.0]","['Nd', 'Nd', 'Pd', 'Ru', 'Ru', 'Ru']","[[0.94, 0.31, 0.96], [0.69, 0.06, 0.71], [0.31, 0.68, 0.34], [0.31, 0.18, 0.34], [0.81, 0.68, 0.34], [0.31, 0.68, 0.84]]"
"[5.1, 5.1, 4.0]","[90.0, 90.0, 120.0]","['Nd', 'Al', 'Co', 'Co', 'Co', 'Co']","[[0.15, 0.98, 0.56], [0.82, 0.31, 0.06], [0.49, 0.65, 0.06], [0.65, 0.48, 0.56], [0.65, 0.98, 0.56], [0.15, 0.48, 0.56]]"
"[6.4, 6.4, 6.4]","[59.0, 59.0, 59.0]","['K', 'K', 'K', 'Cd']","[[0.28, 0.36, 0.31], [0.78, 0.86, 0.81], [0.53, 0.61, 0.56], [0.03, 0.11, 0.06]]"
"[6.0, 6.0, 12.4]","[90.0, 90.0, 120.0]","['Li', 'Li', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.33, 0.53, 0.58], [0.33, 0.53, 0.08], [0.0, 0.86, 0.58], [0.67, 0.2, 0.08], [0.67, 0.2, 0.58], [0.0, 0.86, 0.08], [0.33, 0.53, 0.33], [0.33, 0.53, 0.83], [0.67, 0.53, 0.46], [0.33, 0.2, 0.46], [0.0, 0.86, 0.46], [0.67, 0.2, 0.71], [0.0, 0.86, 0.71], [0.33, 0.53, 0.71], [0.0, 0.53, 0.96], [0.67, 0.86, 0.96], [0.33, 0.2, 0.96], [0.0, 0.53, 0.21], [0.33, 0.86, 0.21], [0.67, 0.2, 0.21]]"
"[5.4, 5.4, 7.7]","[89.0, 89.0, 59.0]","['K', 'K', 'Zr', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.46, 0.51, 0.58], [0.79, 0.85, 0.31], [0.13, 0.18, 0.95], [0.45, 0.5, 0.06], [0.8, 0.86, 0.83], [0.43, 0.52, 0.26], [0.81, 0.83, 0.63], [0.38, 0.04, 0.17], [0.98, 0.46, 0.17], [0.93, 0.54, 0.75], [0.33, 0.81, 0.75], [0.85, 0.33, 0.75], [0.4, 0.02, 0.17]]"
"[6.7, 6.7, 6.7]","[59.0, 59.0, 59.0]","['Cs', 'Cs', 'K', 'Pd', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.28, 0.93, 0.45], [0.78, 0.43, 0.95], [0.03, 0.68, 0.2], [0.53, 0.18, 0.7], [0.31, 0.4, 0.92], [0.75, 0.4, 0.48], [0.75, 0.96, 0.48], [0.75, 0.96, 0.92], [0.31, 0.4, 0.48], [0.31, 0.96, 0.92]]"
"[7.3, 7.3, 7.3]","[105.0, 105.0, 118.0]","['Rb', 'Rb', 'Sn', 'Hg', 'Te', 'Te', 'Te', 'Te']","[[0.21, 0.58, 0.62], [0.71, 0.08, 0.62], [0.71, 0.58, 0.12], [0.21, 0.08, 0.12], [0.65, 0.52, 0.47], [0.3, 0.17, 0.77], [0.15, 0.67, 0.12], [0.8, 0.01, 0.12]]"
"[4.0, 4.0, 4.0]","[90.0, 90.0, 120.0]","['Al', 'Ni', 'Ni', 'Ni', 'Ni']","[[0.44, 0.43, 0.43], [0.77, 0.1, 0.43], [0.11, 0.77, 0.43], [0.94, 0.43, 0.93], [0.94, 0.93, 0.93]]"
"[3.3, 3.3, 37.6]","[90.0, 90.0, 120.0]","['Te', 'Te', 'W', 'W', 'W', 'W', 'W', 'W', 'Se', 'Se', 'S', 'S']","[[0.66, 0.75, 0.83], [0.66, 0.75, 0.94], [0.66, 0.75, 0.42], [0.66, 0.75, 0.8], [0.99, 0.41, 0.61], [0.99, 0.41, 0.99], [0.66, 0.75, 0.75], [0.66, 0.75, 0.07], [0.99, 0.41, 0.47], [0.99, 0.41, 0.87], [0.99, 0.41, 0.65], [0.99, 0.41, 0.03]]"
"[4.0, 8.9, 8.9]","[120.0, 90.0, 90.0]","['Nd', 'Nd', 'Nd', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[[0.41, 0.43, 0.45], [0.91, 0.1, 0.78], [0.91, 0.77, 0.12], [0.91, 0.11, 0.13], [0.91, 0.75, 0.45], [0.91, 0.43, 0.77], [0.91, 0.75, 0.77], [0.91, 0.11, 0.13], [0.91, 0.43, 0.45], [0.41, 0.93, 0.45], [0.41, 0.93, 0.95], [0.41, 0.43, 0.95], [0.41, 0.61, 0.77], [0.41, 0.61, 0.28], [0.41, 0.09, 0.28], [0.41, 0.26, 0.12], [0.41, 0.78, 0.62], [0.41, 0.26, 0.62]]"
"[10.3, 10.3, 10.3]","[158.0, 158.0, 30.0]","['Sr', 'Sr', 'Cu', 'O', 'O', 'F', 'F']","[[0.62, 0.28, 0.57], [0.02, 0.68, 0.57], [0.32, 0.98, 0.57], [0.21, 0.87, 0.57], [0.43, 0.09, 0.57], [0.12, 0.78, 0.57], [0.52, 0.18, 0.57]]"
"[5.5, 5.5, 5.5]","[59.0, 59.0, 59.0]","['Ca', 'Yb', 'Pb', 'Pb']","[[0.28, 0.67, 0.08], [0.78, 0.17, 0.58], [0.53, 0.92, 0.33], [0.03, 0.42, 0.83]]"
"[5.7, 5.7, 5.7]","[59.0, 59.0, 59.0]","['Ca', 'Eu', 'Nb', 'Fe', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.43, 0.13, 0.35], [0.93, 0.63, 0.85], [0.68, 0.38, 0.6], [0.18, 0.88, 0.1], [0.93, 0.13, 0.35], [0.43, 0.62, 0.85], [0.93, 0.13, 0.85], [0.43, 0.62, 0.35], [0.93, 0.62, 0.35], [0.43, 0.13, 0.85]]"
"[0.33, 0.06, 0.54]",[],[],[]
"[5.4, 5.4, 4.4]","[90.0, 90.0, 120.0]","['Pu', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.51, 0.69, 0.42], [0.85, 0.36, 0.42], [0.18, 0.03, 0.42], [0.01, 0.69, 0.92], [0.01, 0.19, 0.92], [0.51, 0.19, 0.92]]"
"[4.8, 4.8, 4.8]","[59.0, 59.0, 59.0]","['Th', 'Sc', 'Tc', 'Tc']","[[0.33, 0.94, 0.24], [0.83, 0.44, 0.74], [0.08, 0.69, 0.99], [0.58, 0.19, 0.49]]"
"[3.6, 3.6, 3.9]","[90.0, 90.0, 90.0]","['Lu', 'In']","[[0.34, 0.23, 0.54], [0.84, 0.73, 0.04]]"
"[6.7, 6.7, 6.7]","[103.0, 103.0, 121.0]","['Nb', 'Nb', 'Nb', 'Nb', 'Ag', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.54, 0.2, 0.6], [0.04, 0.7, 0.6], [0.54, 0.7, 0.1], [0.04, 0.2, 0.1], [0.54, 0.2, 0.1], [0.65, 0.82, 0.34], [0.16, 0.69, 0.1], [0.43, 0.61, 0.6], [0.93, 0.19, 0.76], [0.05, 0.32, 0.44], [0.55, 0.11, 0.76], [0.42, 0.81, 0.86], [0.16, 0.11, 0.34]]"
"[4.5, 4.5, 4.5]","[59.0, 59.0, 59.0]","['Yb', 'Nb', 'Ru', 'Ru']","[[0.26, 0.77, 0.68], [0.76, 0.27, 0.18], [0.51, 0.02, 0.93], [0.01, 0.52, 0.43]]"
"[4.3, 4.3, 7.3]","[90.0, 90.0, 119.0]","['Ho', 'Ho', 'Cu', 'Cu', 'Ge', 'Ge']","[[0.26, 0.59, 0.37], [0.26, 0.59, 0.87], [0.92, 0.93, 0.12], [0.59, 0.26, 0.62], [0.59, 0.26, 0.12], [0.92, 0.93, 0.62]]"
